Customer;State;Customer Lifetime Value;Response;Coverage;Education;Effective To Date;EmploymentStatus;Gender;Income;Location Code;Marital Status;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Policy Type;Policy;Renew Offer Type;Sales Channel;Total Claim Amount;Vehicle Class;Vehicle Size;timestamp;usuario;bot
IX65163;California;809851111;No;Extended;College;1/21/11;Unemployed;M;0;Suburban;Single;123;22;25;0;6;Personal Auto;Personal L3;Offer1;Call Center;885,6;SUV;Medsize;;;
AP32891;Arizona;3432961074;No;Extended;High School or Below;1/26/11;Unemployed;M;0;Suburban;Married;95;16;28;0;1;Personal Auto;Personal L2;Offer4;Agent;456;Four-Door Car;Medsize;;;
AY29281;Arizona;9408343519;No;Extended;Bachelor;2011-10-01 00:00:00;Unemployed;F;0;Suburban;Single;85;11;27;0;2;Corporate Auto;Corporate L2;Offer1;Agent;408;Four-Door Car;Medsize;;;
UK18731;California;5595971365;No;Basic;Bachelor;1/27/11;Retired;F;19651;Suburban;Married;72;3;68;0;5;Personal Auto;Personal L1;Offer2;Web;345,6;Two-Door Car;Small;;;
JT32550;Washington;7260833833;No;Basic;High School or Below;1/30/11;Unemployed;M;0;Suburban;Single;72;18;25;0;2;Personal Auto;Personal L2;Offer4;Web;744026708;Four-Door Car;Small;;;
MT91823;Arizona;1343804189;No;Basic;College;1/21/11;Employed;F;69693;Suburban;Married;112;34;62;1;2;Special Auto;Special L2;Offer1;Branch;537,6;Sports Car;Small;;;
FI11096;Arizona;7324285428;No;Basic;High School or Below;2011-08-01 00:00:00;Unemployed;F;0;Suburban;Single;104;10;74;0;7;Special Auto;Special L1;Offer2;Branch;1114092784;SUV;Small;;;
QF13998;California;2357801509;No;Basic;College;2011-11-02 00:00:00;Unemployed;F;0;Urban;Married;65;5;59;1;1;Personal Auto;Personal L3;Offer2;Web;294502382;Four-Door Car;Medsize;;;
BC35753;Arizona;2671295549;No;Basic;College;1/18/11;Employed;F;45525;Suburban;Married;66;1;41;0;1;Personal Auto;Personal L2;Offer4;Agent;316,8;Two-Door Car;Small;;;
LX74249;Oregon;2938814981;No;Basic;Bachelor;2/28/11;Employed;F;96765;Urban;Married;72;28;61;0;1;Personal Auto;Personal L3;Offer3;Call Center;21601091;Two-Door Car;Medsize;;;
VX43756;Oregon;4911002585;No;Basic;College;1/27/11;Employed;M;32903;Rural;Married;64;4;41;3;3;Personal Auto;Personal L3;Offer3;Web;9833116;Four-Door Car;Medsize;;;
JZ61928;California;5498940679;Yes;Basic;College;2011-05-02 00:00:00;Medical Leave;M;22520;Suburban;Married;73;17;64;0;3;Corporate Auto;Corporate L3;Offer1;Branch;350,4;Four-Door Car;Medsize;;;
DT59560;California;4757242856;No;Premium;High School or Below;2/25/11;Employed;F;67486;Urban;Married;118;3;26;0;1;Personal Auto;Personal L3;Offer3;Branch;529493769;Two-Door Car;Large;;;
CI99444;Nevada;2926886293;No;Basic;College;2/22/11;Employed;F;92381;Urban;Married;72;24;27;0;1;Special Auto;Special L2;Offer2;Call Center;234774747;Four-Door Car;Medsize;;;
JF25129;California;8509850887;Yes;Basic;Master;1/31/11;Disabled;M;26057;Suburban;Divorced;74;3;63;0;2;Personal Auto;Personal L2;Offer1;Call Center;523888845;Four-Door Car;Small;;;
YB57848;Oregon;9928986032;No;Extended;Doctor;2011-02-01 00:00:00;Employed;F;75716;Rural;Single;247;2;32;0;1;Personal Auto;Personal L3;Offer1;Branch;562088587;Luxury Car;Medsize;;;
DJ27518;California;1008979095;No;Extended;High School or Below;2011-01-01 00:00:00;Employed;F;63657;Suburban;Single;128;1;26;0;7;Corporate Auto;Corporate L3;Offer4;Agent;614,4;Sports Car;Medsize;;;
DO95670;Arizona;5073282126;Yes;Extended;Doctor;1/30/11;Employed;M;57709;Suburban;Married;125;10;26;0;1;Personal Auto;Personal L3;Offer2;Branch;600;SUV;Medsize;;;
WV53830;Oregon;163019676;Yes;Extended;Master;2/17/11;Retired;F;19614;Suburban;Married;85;21;32;0;2;Personal Auto;Personal L2;Offer2;Agent;574024018;Two-Door Car;Medsize;;;
LY30169;California;3360269641;No;Extended;High School or Below;1/23/11;Employed;M;75216;Rural;Married;84;23;39;1;1;Corporate Auto;Corporate L3;Offer4;Agent;65803328;Four-Door Car;Medsize;;;
AH41449;Nevada;7907133288;No;Basic;College;2/14/11;Employed;M;24666;Rural;Married;101;32;51;0;3;Personal Auto;Personal L2;Offer3;Branch;151835574;Sports Car;Medsize;;;
GV21882;Nevada;2832846548;No;Basic;High School or Below;1/19/11;Medical Leave;F;20799;Urban;Single;111;20;28;0;2;Personal Auto;Personal L3;Offer3;Call Center;388995233;Sports Car;Medsize;;;
FH14955;California;4467705159;No;Basic;College;1/21/11;Unemployed;M;0;Suburban;Single;64;10;34;0;4;Corporate Auto;Corporate L3;Offer3;Call Center;307,2;Four-Door Car;Medsize;;;
JA60749;Oregon;9035671134;Yes;Premium;High School or Below;1/21/11;Employed;F;34337;Suburban;Married;113;20;44;0;9;Personal Auto;Personal L3;Offer2;Web;542,4;Four-Door Car;Large;;;
PB81005;Oregon;5364469352;No;Extended;Bachelor;2011-10-02 00:00:00;Employed;M;53562;Urban;Married;135;24;35;0;1;Personal Auto;Personal L3;Offer1;Branch;589628918;SUV;Medsize;;;
OY88200;Nevada;2706606128;No;Basic;College;2011-05-01 00:00:00;Medical Leave;F;22664;Suburban;Divorced;73;0;8;0;1;Personal Auto;Personal L2;Offer4;Agent;350,4;Two-Door Car;Small;;;
ZT72561;Arizona;6167854162;No;Premium;High School or Below;1/17/11;Employed;M;27289;Suburban;Married;158;4;78;2;1;Personal Auto;Personal L3;Offer2;Agent;758,4;Sports Car;Medsize;;;
ZF95586;Arizona;2476046413;No;Basic;Master;2011-12-01 00:00:00;Employed;F;54831;Rural;Married;61;7;45;0;1;Personal Auto;Personal L3;Offer3;Agent;1362171;Four-Door Car;Medsize;;;
LV44800;California;3056990764;No;Extended;High School or Below;2011-07-01 00:00:00;Employed;F;78310;Suburban;Married;76;4;24;0;1;Personal Auto;Personal L2;Offer3;Branch;364,8;Four-Door Car;Medsize;;;
FC46260;California;5217513287;Yes;Basic;Bachelor;2/17/11;Employed;F;39854;Urban;Divorced;66;6;4;0;7;Corporate Auto;Corporate L2;Offer2;Web;261930545;Two-Door Car;Medsize;;;
HY68437;Oregon;6744190752;No;Extended;High School or Below;2011-03-02 00:00:00;Unemployed;M;0;Suburban;Married;90;3;74;0;4;Personal Auto;Personal L3;Offer1;Branch;547912576;Four-Door Car;Medsize;;;
XL50897;Arizona;1573992367;No;Extended;Master;2/22/11;Employed;F;48096;Urban;Married;131;10;3;0;2;Personal Auto;Personal L1;Offer2;Call Center;450090267;Sports Car;Medsize;;;
AR83514;Arizona;7153671737;No;Extended;High School or Below;2011-07-01 00:00:00;Employed;F;59522;Suburban;Married;89;0;8;0;3;Corporate Auto;Corporate L2;Offer2;Web;427,2;Four-Door Car;Small;;;
NA43540;Washington;8263482214;No;Extended;High School or Below;2011-11-02 00:00:00;Unemployed;M;0;Rural;Married;79;11;45;1;2;Corporate Auto;Corporate L3;Offer1;Agent;46464625;Two-Door Car;Large;;;
JP22499;California;3142739611;No;Extended;Bachelor;2011-10-01 00:00:00;Employed;M;43285;Urban;Single;83;35;77;0;1;Corporate Auto;Corporate L3;Offer2;Web;265742679;Two-Door Car;Medsize;;;
KW84736;California;2691596929;No;Basic;College;2011-08-01 00:00:00;Employed;M;33104;Suburban;Married;70;10;23;1;1;Personal Auto;Personal L3;Offer2;Agent;336;Two-Door Car;Small;;;
EU21305;Arizona;2500837384;No;Basic;College;2011-04-02 00:00:00;Employed;M;56172;Suburban;Divorced;64;0;74;0;1;Personal Auto;Personal L3;Offer3;Agent;307,2;Four-Door Car;Small;;;
YT96284;Oregon;3728873486;No;Extended;Master;2011-12-02 00:00:00;Employed;M;83632;Rural;Married;94;7;86;4;1;Personal Auto;Personal L2;Offer3;Agent;216839496;Four-Door Car;Medsize;;;
RH96816;Arizona;2937165583;No;Extended;Bachelor;2011-02-02 00:00:00;Unemployed;F;0;Suburban;Divorced;81;16;69;0;1;Personal Auto;Personal L2;Offer1;Call Center;388,8;Two-Door Car;Medsize;;;
JB20173;California;1039178109;No;Extended;Bachelor;2011-04-02 00:00:00;Employed;M;81439;Rural;Single;90;25;40;1;2;Personal Auto;Personal L2;Offer2;Call Center;108118855;Two-Door Car;Medsize;;;
RR73059;California;2994351694;No;Basic;College;1/29/11;Employed;F;55911;Urban;Married;74;7;40;0;1;Personal Auto;Personal L1;Offer1;Web;187934331;Four-Door Car;Medsize;;;
CH38655;Oregon;142036226;No;Basic;Bachelor;1/16/11;Employed;M;90456;Rural;Married;71;26;40;0;2;Personal Auto;Personal L3;Offer4;Agent;165057816;Four-Door Car;Medsize;;;
IG12691;Arizona;4490549093;No;Basic;Bachelor;1/19/11;Unemployed;F;0;Urban;Single;64;13;11;0;3;Personal Auto;Personal L2;Offer1;Agent;254404622;Two-Door Car;Medsize;;;
NZ60700;Washington;1096395723;Yes;Premium;High School or Below;2011-08-02 00:00:00;Employed;M;55687;Suburban;Divorced;276;33;91;0;1;Personal Auto;Personal L2;Offer1;Agent;1324,8;Luxury SUV;Medsize;;;
JL21509;California;3508569533;Yes;Extended;College;2011-05-01 00:00:00;Medical Leave;M;20978;Suburban;Married;98;19;96;1;1;Personal Auto;Personal L3;Offer2;Branch;11762788;Four-Door Car;Small;;;
GR76453;Oregon;4942873707;No;Basic;High School or Below;1/23/11;Employed;M;82093;Urban;Divorced;62;17;3;0;3;Personal Auto;Personal L2;Offer2;Branch;266932542;Four-Door Car;Medsize;;;
US63915;Arizona;6218662593;No;Premium;High School or Below;2011-04-02 00:00:00;Employed;M;51944;Suburban;Married;156;12;96;0;1;Corporate Auto;Corporate L3;Offer1;Agent;748,8;Sports Car;Medsize;;;
VY30333;Nevada;6156363979;No;Extended;College;2011-08-01 00:00:00;Employed;M;78824;Urban;Divorced;77;10;12;0;6;Personal Auto;Personal L3;Offer1;Agent;267699403;Four-Door Car;Medsize;;;
AC42963;California;2142363723;Yes;Basic;Bachelor;2011-03-01 00:00:00;Unemployed;M;0;Suburban;Married;65;9;31;0;2;Special Auto;Special L3;Offer2;Agent;312;Two-Door Car;Medsize;;;
AT89553;California;5926729379;Yes;Extended;College;1/25/11;Retired;M;23091;Suburban;Married;96;28;90;5;5;Personal Auto;Personal L1;Offer1;Agent;460,8;Four-Door Car;Medsize;;;
DN76322;Oregon;1029546521;No;Extended;College;2/17/11;Employed;F;24723;Suburban;Married;129;20;0;0;5;Corporate Auto;Corporate L1;Offer1;Branch;619,2;Sports Car;Medsize;;;
EZ48093;Arizona;2710811423;No;Basic;Bachelor;2011-09-02 00:00:00;Employed;M;31998;Suburban;Married;69;31;70;0;1;Corporate Auto;Corporate L3;Offer3;Branch;331,2;Four-Door Car;Small;;;
DA34555;California;3363004143;No;Extended;College;2/20/11;Employed;F;80138;Urban;Married;83;3;33;0;1;Personal Auto;Personal L3;Offer4;Branch;209427344;Four-Door Car;Medsize;;;
RK63095;California;3122984111;No;Extended;College;2011-01-01 00:00:00;Employed;M;72916;Suburban;Single;80;25;72;0;1;Personal Auto;Personal L3;Offer2;Web;384;Two-Door Car;Medsize;;;
OG69038;Washington;6220765007;No;Basic;High School or Below;2011-05-02 00:00:00;Unemployed;F;0;Suburban;Single;65;5;63;2;2;Corporate Auto;Corporate L2;Offer1;Agent;468;Four-Door Car;Large;;;
SO98684;California;345517183;No;Extended;High School or Below;2/21/11;Unemployed;F;0;Suburban;Single;91;16;63;0;1;Personal Auto;Personal L2;Offer1;Call Center;681038959;Four-Door Car;Small;;;
BZ85306;California;1185513545;No;Premium;Bachelor;2/17/11;Unemployed;F;0;Suburban;Single;170;10;74;0;5;Corporate Auto;Corporate L2;Offer3;Web;1227491941;SUV;Medsize;;;
EV14479;California;7163796624;No;Extended;Bachelor;2011-03-02 00:00:00;Employed;M;44527;Urban;Married;94;20;91;2;5;Personal Auto;Personal L3;Offer1;Call Center;286960016;Four-Door Car;Large;;;
YD71702;Oregon;3157551595;No;Extended;Bachelor;2011-02-02 00:00:00;Employed;M;46655;Urban;Single;82;27;20;0;1;Personal Auto;Personal L2;Offer1;Agent;336892624;Four-Door Car;Medsize;;;
UC69263;California;833608382;No;Basic;Bachelor;2/16/11;Unemployed;M;0;Suburban;Single;67;10;50;2;2;Personal Auto;Personal L3;Offer3;Agent;445265108;Two-Door Car;Medsize;;;
DH25145;Arizona;5809261551;No;Basic;High School or Below;1/30/11;Employed;F;26975;Suburban;Married;73;14;59;0;5;Personal Auto;Personal L3;Offer4;Web;548333667;Two-Door Car;Small;;;
KU94282;Oregon;1001628847;No;Basic;Master;1/16/11;Employed;F;62900;Rural;Married;62;3;12;0;2;Personal Auto;Personal L2;Offer2;Agent;83897335;Two-Door Car;Medsize;;;
UT18598;California;4914731004;No;Basic;Bachelor;2/24/11;Disabled;F;14232;Suburban;Married;64;13;1;0;5;Personal Auto;Personal L3;Offer4;Agent;307,2;Four-Door Car;Small;;;
DA40009;Washington;2750540853;No;Basic;Bachelor;2011-08-02 00:00:00;Employed;F;34200;Rural;Divorced;70;27;15;0;1;Corporate Auto;Corporate L3;Offer3;Agent;167295936;Four-Door Car;Medsize;;;
HU87011;California;5677309793;No;Extended;Bachelor;2011-09-01 00:00:00;Unemployed;F;0;Suburban;Married;77;13;57;0;9;Personal Auto;Personal L1;Offer3;Web;369,6;Four-Door Car;Medsize;;;
EK40672;California;23931169;No;Basic;College;1/25/11;Medical Leave;M;22981;Rural;Single;69;30;8;0;1;Personal Auto;Personal L2;Offer2;Call Center;1680116;Four-Door Car;Large;;;
ZH92587;Oregon;8126766397;No;Basic;College;2/22/11;Disabled;F;14616;Suburban;Married;107;22;73;0;3;Personal Auto;Personal L3;Offer1;Agent;513,6;SUV;Medsize;;;
EJ95100;California;2774799523;No;Basic;Master;1/20/11;Unemployed;F;0;Suburban;Divorced;74;4;30;0;1;Personal Auto;Personal L3;Offer2;Branch;355,2;Four-Door Car;Medsize;;;
WS56675;Oregon;4300901435;No;Premium;High School or Below;2011-06-01 00:00:00;Employed;F;88590;Rural;Married;107;0;57;0;1;Personal Auto;Personal L2;Offer3;Branch;41721538;Two-Door Car;Medsize;;;
UF28233;Washington;522114469;No;Basic;High School or Below;2011-03-02 00:00:00;Employed;F;60445;Urban;Married;65;8;53;0;8;Personal Auto;Personal L1;Offer2;Branch;279450351;Four-Door Car;Medsize;;;
HQ76003;Nevada;123835306;No;Basic;High School or Below;2011-04-01 00:00:00;Employed;F;40602;Urban;Single;105;14;84;0;2;Personal Auto;Personal L3;Offer2;Branch;459895876;Sports Car;Medsize;;;
SS90882;Oregon;7680748159;No;Basic;College;2011-06-01 00:00:00;Employed;F;66795;Urban;Married;64;14;71;0;2;Personal Auto;Personal L3;Offer3;Web;238032027;Four-Door Car;Medsize;;;
ZN71189;Oregon;4014453113;Yes;Extended;Doctor;2011-08-01 00:00:00;Employed;F;37384;Suburban;Married;99;9;17;0;1;Personal Auto;Personal L3;Offer2;Agent;475,2;Four-Door Car;Medsize;;;
VX85673;Arizona;4250282624;Yes;Basic;High School or Below;1/18/11;Unemployed;F;0;Suburban;Single;61;17;1;1;7;Personal Auto;Personal L3;Offer1;Agent;292,8;Four-Door Car;Small;;;
NP19156;Arizona;4624557568;No;Basic;Master;2011-01-01 00:00:00;Employed;F;28264;Urban;Divorced;61;22;12;4;6;Corporate Auto;Corporate L2;Offer1;Agent;167889924;Four-Door Car;Medsize;;;
ZV43428;Arizona;2778969235;Yes;Extended;Bachelor;1/20/11;Employed;F;33806;Urban;Divorced;89;32;59;0;2;Special Auto;Special L3;Offer2;Web;395729716;Four-Door Car;Medsize;;;
NK53911;California;7345897176;No;Extended;High School or Below;1/29/11;Employed;M;79980;Suburban;Married;91;22;75;0;3;Personal Auto;Personal L3;Offer2;Web;62982071;Two-Door Car;Medsize;;;
BG73480;Oregon;5323866117;No;Extended;High School or Below;2011-05-01 00:00:00;Employed;F;64706;Rural;Single;135;0;30;0;1;Corporate Auto;Corporate L2;Offer1;Agent;77129691;SUV;Medsize;;;
VY58444;Nevada;4426096934;No;Basic;College;1/19/11;Employed;F;29660;Urban;Married;112;29;71;0;1;Personal Auto;Personal L3;Offer1;Agent;334133949;SUV;Small;;;
SJ15498;Oregon;685236423;No;Extended;Bachelor;2/21/11;Employed;F;26313;Suburban;Single;87;6;77;0;7;Corporate Auto;Corporate L2;Offer1;Agent;417,6;Two-Door Car;Medsize;;;
ZB71094;Oregon;3534337809;No;Extended;Bachelor;1/25/11;Medical Leave;M;19861;Suburban;Married;93;27;21;0;1;Corporate Auto;Corporate L1;Offer2;Agent;446,4;Four-Door Car;Medsize;;;
UI99818;Oregon;434930875;Yes;Basic;College;2011-10-02 00:00:00;Employed;F;75648;Rural;Married;108;28;10;0;1;Personal Auto;Personal L2;Offer2;Branch;112660916;SUV;Large;;;
WS24655;Oregon;2967681386;No;Premium;College;2011-10-02 00:00:00;Employed;F;33992;Suburban;Single;194;15;46;1;2;Personal Auto;Personal L3;Offer1;Call Center;931,2;SUV;Medsize;;;
LZ98947;Nevada;2423866071;No;Basic;Bachelor;1/31/11;Unemployed;F;0;Suburban;Single;109;19;49;2;2;Personal Auto;Personal L1;Offer1;Branch;784,8;SUV;Medsize;;;
IC94523;California;1163889947;Yes;Basic;College;1/26/11;Medical Leave;F;25370;Suburban;Married;102;10;77;0;2;Personal Auto;Personal L2;Offer1;Branch;489,6;Sports Car;Large;;;
TK59338;Arizona;1355939395;No;Basic;College;2011-03-01 00:00:00;Employed;M;98036;Suburban;Married;113;18;92;0;2;Personal Auto;Personal L2;Offer2;Agent;662444819;SUV;Medsize;;;
BV36386;California;4282947971;Yes;Basic;College;2/26/11;Employed;F;40864;Rural;Married;109;16;70;1;1;Personal Auto;Personal L3;Offer1;Agent;166937747;SUV;Medsize;;;
QT63794;California;9144856285;No;Basic;Bachelor;1/19/11;Employed;F;21150;Suburban;Married;116;8;1;0;4;Personal Auto;Personal L3;Offer4;Branch;833417104;SUV;Medsize;;;
LF36128;California;7434270631;No;Basic;College;2011-03-02 00:00:00;Employed;F;49057;Rural;Single;63;16;52;0;2;Personal Auto;Personal L3;Offer2;Call Center;29618152;Two-Door Car;Medsize;;;
JK53304;California;6159011684;No;Extended;High School or Below;1/14/11;Employed;F;97658;Suburban;Married;76;7;82;1;3;Personal Auto;Personal L3;Offer1;Call Center;364,8;Four-Door Car;Medsize;;;
HU76577;California;3883398053;No;Basic;Bachelor;1/27/11;Unemployed;M;0;Suburban;Married;109;10;70;0;1;Personal Auto;Personal L1;Offer1;Agent;765906271;SUV;Medsize;;;
JG81480;Oregon;1062251656;No;Basic;Bachelor;2011-12-01 00:00:00;Employed;F;25634;Rural;Married;67;12;53;0;2;Personal Auto;Personal L2;Offer4;Call Center;144728404;Four-Door Car;Medsize;;;
CC88237;California;5257241485;No;Basic;High School or Below;1/24/11;Employed;M;56154;Suburban;Single;67;6;26;0;4;Personal Auto;Personal L3;Offer3;Web;386160674;Two-Door Car;Small;;;
OV64984;Arizona;4881394894;No;Basic;Bachelor;2011-09-02 00:00:00;Employed;M;90892;Rural;Married;61;1;31;0;6;Personal Auto;Personal L2;Offer2;Branch;102322529;Two-Door Car;Medsize;;;
VG45203;Nevada;1319792893;Yes;Basic;College;1/27/11;Unemployed;F;0;Suburban;Single;68;19;2;3;2;Personal Auto;Personal L2;Offer1;Agent;326,4;Four-Door Car;Large;;;
YQ42353;Oregon;5334183231;No;Basic;Doctor;2011-02-02 00:00:00;Employed;M;72960;Rural;Single;68;11;17;1;5;Personal Auto;Personal L2;Offer1;Branch;143535826;Four-Door Car;Medsize;;;
AP46166;California;4965491316;No;Basic;High School or Below;2011-06-01 00:00:00;Unemployed;F;0;Suburban;Single;73;4;71;1;8;Personal Auto;Personal L3;Offer3;Call Center;525,6;Two-Door Car;Small;;;
UI36374;Oregon;5470060561;Yes;Extended;Bachelor;2/17/11;Employed;F;54507;Suburban;Married;138;20;11;0;1;Corporate Auto;Corporate L2;Offer2;Agent;702990032;SUV;Medsize;;;
ZR76229;Arizona;3713790822;No;Extended;College;2011-04-01 00:00:00;Employed;F;81190;Urban;Married;92;9;87;0;1;Corporate Auto;Corporate L3;Offer2;Web;356563616;Two-Door Car;Small;;;
ZD65365;Oregon;2894583582;No;Basic;College;2/13/11;Employed;F;28204;Suburban;Married;73;6;12;0;1;Personal Auto;Personal L3;Offer2;Branch;486987555;Four-Door Car;Medsize;;;
XI84293;Oregon;1940981221;No;Basic;High School or Below;2011-07-02 00:00:00;Unemployed;M;0;Suburban;Single;66;5;40;3;1;Personal Auto;Personal L3;Offer3;Call Center;475,2;Two-Door Car;Large;;;
MT97446;California;2647204207;No;Basic;Master;2/13/11;Employed;F;26441;Urban;Married;66;32;20;0;1;Corporate Auto;Corporate L1;Offer1;Agent;210641776;Two-Door Car;Medsize;;;
GM48223;Oregon;5461967787;No;Basic;Bachelor;2011-06-02 00:00:00;Employed;F;42650;Rural;Married;69;10;92;0;5;Personal Auto;Personal L1;Offer3;Agent;35565605;Four-Door Car;Medsize;;;
YQ42614;Washington;266182351;No;Basic;High School or Below;2/23/11;Employed;M;29195;Suburban;Divorced;68;2;46;0;1;Personal Auto;Personal L2;Offer2;Agent;448181396;Two-Door Car;Small;;;
ZK56389;Arizona;2397036098;Yes;Basic;High School or Below;1/29/11;Retired;F;22283;Suburban;Divorced;65;16;93;0;1;Special Auto;Special L3;Offer1;Branch;572072106;Four-Door Car;Medsize;;;
MK19833;Arizona;4567874448;No;Basic;College;2011-07-02 00:00:00;Disabled;M;15383;Suburban;Married;61;10;36;0;4;Corporate Auto;Corporate L3;Offer4;Web;292,8;Two-Door Car;Medsize;;;
TO12347;California;5534569714;No;Basic;Bachelor;2011-05-02 00:00:00;Disabled;M;16101;Suburban;Divorced;74;16;10;0;3;Personal Auto;Personal L2;Offer3;Call Center;437608909;Four-Door Car;Small;;;
KE63160;Oregon;605707208;Yes;Extended;Bachelor;2/14/11;Retired;M;27681;Suburban;Married;83;13;62;0;9;Personal Auto;Personal L3;Offer2;Agent;398,4;Two-Door Car;Medsize;;;
SR49919;Arizona;1065688195;Yes;Extended;Bachelor;2/27/11;Employed;F;72540;Suburban;Married;88;7;3;0;2;Personal Auto;Personal L3;Offer2;Call Center;631743039;Two-Door Car;Medsize;;;
CI38171;Washington;1379847871;No;Basic;Bachelor;1/28/11;Employed;F;42780;Suburban;Single;181;11;43;2;5;Personal Auto;Personal L3;Offer1;Call Center;868,8;Luxury SUV;Medsize;;;
VK42108;Washington;1806047947;No;Basic;Bachelor;1/17/11;Employed;F;57882;Suburban;Single;115;1;61;0;2;Corporate Auto;Corporate L3;Offer1;Web;552;SUV;Medsize;;;
NB86692;Nevada;2690477161;No;Basic;College;2011-02-01 00:00:00;Employed;F;60060;Urban;Married;67;24;12;0;1;Personal Auto;Personal L3;Offer4;Web;320629479;Four-Door Car;Medsize;;;
YN15967;California;7409083969;No;Extended;College;2011-11-01 00:00:00;Employed;M;61160;Urban;Single;96;2;71;0;3;Corporate Auto;Corporate L2;Offer1;Branch;354530239;Two-Door Car;Small;;;
KU56071;Oregon;4991535369;No;Basic;College;2/20/11;Employed;F;93416;Urban;Married;62;5;16;0;6;Personal Auto;Personal L1;Offer2;Call Center;246249051;Two-Door Car;Medsize;;;
LN47910;Arizona;4434028141;No;Premium;College;2011-03-01 00:00:00;Employed;F;83220;Suburban;Married;110;9;42;0;1;Personal Auto;Personal L1;Offer3;Agent;528;Four-Door Car;Medsize;;;
CY80935;Oregon;1474892373;No;Extended;High School or Below;2011-11-02 00:00:00;Employed;M;31226;Suburban;Married;93;31;68;0;2;Personal Auto;Personal L2;Offer1;Agent;446,4;Four-Door Car;Medsize;;;
